Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 15  46  22.00   2.70   1.60                     
 2 15  46  23.00   2.70   1.50                     
 2 15  46   0.00   2.40   1.40                     
 2 15  46   1.00   2.10   1.60                     
 2 15  46   2.00   2.00   2.30                     
 2 15  46   3.00   2.00                            
 2 15  46   4.00   3.40   1.60                     
 2 15  46   5.00   5.00   2.40                     
 2 15  46   6.00   5.90   2.50                     
 2 15  46   7.00   6.00   3.40                     
 2 15  46   8.00   6.00   3.00          3.60       
 2 15  46   9.00   6.90   2.70   2.70              
 2 15  46  10.00   6.10   2.60   2.65              
 2 15  46  11.00   6.80   2.60   2.55              
 2 15  46  12.00   5.70   2.40   2.35              
 2 15  46  13.00   5.30   1.90   1.60              
 2 15  46  14.00   6.00   1.50   1.50              
 2 15  46  15.00   4.40   1.50                     
 2 15  46  16.00   4.10   1.50                     
 2 15  46  17.00   2.90   1.60                     
 2 15  46  18.00   2.60   1.60                     
 2 15  46  19.00   2.70   1.60                     
 2 15  46  20.00   2.50   1.60                     
 2 15  46  21.00   2.50   1.60                     
