mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
12 28 363  0.00  2.08  0.00  0.00 249.9   0.0   0.0  0.88  38.6  67.2  3.05  0.00
12 28 363  0.25  2.08  0.00  0.00 247.1   0.0   0.0  1.08  47.7  79.7  3.79  0.00
12 28 363  0.50  2.09  0.00  0.00 246.4   0.0   0.0  0.81  33.9  47.3  6.00  0.00
12 28 363  0.75  2.49  0.00  0.00 235.3   0.0   0.0  1.02  29.8  42.8  6.00  0.00
12 28 363  1.00  3.04  0.00  0.00 212.4   0.0   0.0  1.22  23.2  34.0  5.42  0.00
12 28 363  1.25  3.53  0.00  0.00 214.8   0.0   0.0  1.85  26.8  38.4  6.00  0.00
12 28 363  1.50  3.85  0.00  0.00 208.8   0.0   0.0  2.02  24.1  34.3  6.00  0.00
12 28 363  1.75  4.08  0.00  0.00 211.3   0.0   0.0  2.28  23.8  32.9  6.00  0.00
12 28 363  2.00  4.24  0.00  1.70 215.7   0.0 112.2  4.17  43.5  72.4  3.74  0.00
12 28 363  2.25  4.49  0.00  1.86 195.9   0.0 114.4  2.41  20.3  29.0  5.19  0.00
12 28 363  2.50  4.66  0.00  0.00 226.7   0.0   0.0  4.67  39.5  60.8  4.10  0.00
12 28 363  2.75  5.44  0.00  2.02 204.9   0.0 105.3  3.61  20.7  41.0  1.60  0.00
12 28 363  3.00  4.96  0.00  2.10 196.3   0.0 104.3  4.11  30.0  54.6  2.11  0.00
12 28 363  3.25  5.28  0.00  2.10 226.5   0.0 105.9  5.88  38.0  87.8  1.42  0.00
12 28 363  3.50  5.21  3.24  2.18 195.7 164.0 104.7  3.57  23.6  34.2  3.82  0.50
12 28 363  3.75  4.64  0.00  2.26 188.5   0.0 103.1  3.40  27.5  59.0  1.45  0.00
12 28 363  4.00  5.30  3.32  2.26 240.8 156.7 102.3  7.86  52.8 111.2  1.70  0.10
12 28 363  4.25  5.13  3.32  2.26 196.7 161.5 102.3  3.67  24.8  38.8  2.57  0.60
12 28 363  4.50  4.90  3.24  2.34 206.2 157.1 103.9  4.81  37.5  57.4  3.77  0.50
12 28 363  4.75  4.56  0.00  2.34 218.8   0.0 104.6  6.65  61.4 112.6  3.51  0.00
12 28 363  5.00  4.82  3.56  2.34 218.4 171.6 101.9  5.06  40.2  65.1  2.69  0.50
12 28 363  5.25  5.13  3.24  2.34 214.6 158.5 105.0  5.39  37.9  62.7  2.70  0.53
12 28 363  5.50  5.13  3.32  2.26 205.6 160.0 100.1  4.70  32.8  52.9  2.92  0.50
12 28 363  6.00  5.45  3.32  2.26 193.3 165.7 107.8  3.36  19.9  28.1  3.70  0.60
12 28 363  6.25  4.72  0.00  2.26 214.8   0.0 106.8  5.48  45.5  73.5  3.54  0.00
12 28 363  6.50  4.80  0.00  2.18 205.2   0.0 104.9  4.06  31.0  63.3  1.58  0.00
12 28 363  6.75  4.81  3.05  2.18 211.6 178.5 106.2  3.37  25.7  36.2  3.96  0.50
12 28 363  7.00  4.96  0.00  2.10 210.8   0.0 104.8  4.84  35.5  70.8  1.86  0.00
12 28 363  7.50  5.04  0.00  2.02 215.0   0.0 109.5  4.40  30.6  62.5  1.60  0.00
12 28 363  7.75  4.57  0.00  1.86 208.2   0.0 108.8  3.88  34.0  51.7  4.69  0.00
12 28 363  8.00  4.88  0.00  1.78 217.7   0.0 111.2  3.40  24.8  45.8  1.97  0.00
12 28 363  8.25  5.22  0.00  1.70 248.5   0.0 109.0  6.82  47.0  90.4  2.18  0.00
12 28 363  8.50  4.96  0.00  1.54 229.6   0.0 112.0  4.89  37.1  63.6  3.00  0.00
12 28 363  8.75  4.24  0.00  0.00 235.9   0.0   0.0  4.92  53.4  73.9  6.00  0.00
12 28 363  9.00  4.24  0.00  0.00 236.6   0.0   0.0  4.58  50.1  68.5  6.00  0.00
12 28 363  9.25  3.84  0.00  0.00 244.3   0.0   0.0  3.08  39.6  69.6  2.89  0.00
12 28 363  9.50  3.44  0.00  0.00 242.8   0.0   0.0  2.75  44.6  77.6  3.04  0.00
12 28 363  9.75  2.96  0.00  0.00 252.9   0.0   0.0  2.45  54.1  96.0  2.90  0.00
12 28 363 10.00  2.96  0.00  0.00 266.0   0.0   0.0  1.93  42.5  75.0  2.87  0.00
12 28 363 10.25  2.48  0.00  0.00 244.7   0.0   0.0  1.30  40.8  71.7  2.93  0.00
12 28 363 10.50  2.48  0.00  0.00 297.4   0.0   0.0  1.14  34.8  63.9  2.31  0.00
12 28 363 10.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 28 363 11.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 28 363 11.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 28 363 11.50  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 28 363 11.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 28 363 12.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 28 363 12.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 28 363 12.50  2.64  0.00  0.00 266.9   0.0   0.0  1.44  40.2  72.3  2.61  0.00
12 28 363 12.75  2.80  0.00  0.00 262.6   0.0   0.0  1.52  37.6  67.8  2.58  0.00
12 28 363 13.00  2.88  0.00  0.00 256.9   0.0   0.0  1.63  38.1  68.9  2.55  0.00
12 28 363 13.25  2.88  0.00  0.00 278.0   0.0   0.0  2.01  47.1  84.9  2.60  0.00
12 28 363 13.50  2.88  0.00  0.00 261.3   0.0   0.0  1.78  41.8  75.2  2.62  0.00
12 28 363 13.75  2.88  0.00  0.00 253.7   0.0   0.0  1.76  41.2  74.1  2.62  0.00
12 28 363 14.00  2.88  0.00  0.00 256.8   0.0   0.0  1.59  37.1  67.0  2.58  0.00
12 28 363 14.25  2.80  0.00  0.00 278.4   0.0   0.0  1.92  47.6  85.7  2.60  0.00
12 28 363 14.50  3.04  0.00  0.00 283.9   0.0   0.0  2.07  43.5  78.8  2.53  0.00
12 28 363 14.75  3.28  0.00  0.00 286.9   0.0   0.0  2.40  43.3  78.6  2.50  0.00
12 28 363 15.00  3.36  0.00  0.00 277.3   0.0   0.0  2.22  38.1  69.7  2.43  0.00
12 28 363 15.25  3.28  0.00  0.00 273.3   0.0   0.0  2.28  41.2  75.0  2.47  0.00
12 28 363 15.50  3.36  0.00  0.00 288.6   0.0   0.0  2.53  43.4  79.1  2.46  0.00
12 28 363 15.75  3.60  0.00  0.00 300.1   0.0   0.0  2.99  44.8  81.9  2.43  0.00
12 28 363 16.00  3.76  0.00  0.00 303.1   0.0   0.0  3.15  43.2  79.1  2.41  0.00
12 28 363 16.25  3.76  0.00  0.00 297.6   0.0   0.0  3.20  43.8  80.1  2.44  0.00
12 28 363 16.50  3.84  0.00  0.00 299.0   0.0   0.0  3.25  42.7  78.1  2.43  0.00
12 28 363 16.75  3.84  0.00  0.00 284.6   0.0   0.0  3.20  42.1  77.1  2.41  0.00
12 28 363 17.00  3.84  0.00  0.00 298.3   0.0   0.0  3.32  43.6  79.7  2.45  0.00
12 28 363 17.25  3.84  0.00  0.00 286.2   0.0   0.0  2.71  35.5  65.2  2.39  0.00
12 28 363 17.50  3.84  0.00  0.00 278.6   0.0   0.0  3.45  45.4  83.0  2.45  0.00
12 28 363 17.75  3.84  0.00  0.00 280.0   0.0   0.0  3.11  40.9  74.8  2.43  0.00
12 28 363 18.00  3.84  0.00  0.00 287.7   0.0   0.0  3.10  40.7  74.8  2.40  0.00
12 28 363 18.25  3.92  0.00  0.00 282.3   0.0   0.0  3.03  38.1  70.0  2.39  0.00
12 28 363 18.50  3.92  0.00  0.00 277.1   0.0   0.0  2.95  37.2  68.2  2.42  0.00
12 28 363 18.75  3.84  0.00  0.00 282.3   0.0   0.0  3.34  44.0  80.1  2.48  0.00
12 28 363 19.00  3.84  0.00  0.00 274.3   0.0   0.0  3.00  39.5  72.3  2.43  0.00
