mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
12  7 342  0.00  1.76  0.00  0.00 255.8   0.0   0.0  0.76  46.3  77.1  3.77  0.00
12  7 342  0.25  2.00  0.00  0.00 295.0   0.0   0.0  1.37  65.0 115.1  2.96  0.00
12  7 342  0.50  2.32  0.00  0.00 317.8   0.0   0.0  2.08  73.1 114.8  4.27  0.00
12  7 342  0.75  2.64  0.00  0.00 262.1   0.0   0.0  2.16  58.2 102.2  3.09  0.00
12  7 342  1.00  3.28  0.00  0.00 222.0   0.0   0.0  1.50  23.4  52.4  1.35  0.00
12  7 342  1.25  3.76  0.00  0.00 210.7   0.0   0.0  1.98  24.4  43.9  2.21  0.00
12  7 342  1.50  4.08  0.00  0.00 213.4   0.0   0.0  2.59  27.4  49.4  2.22  0.00
12  7 342  1.75  4.26  0.00  0.00 224.2   0.0   0.0  3.47  34.8  50.4  5.56  0.00
12  7 342  2.00  4.48  0.00  0.00 209.2   0.0   0.0  3.24  28.5  53.1  2.01  0.00
12  7 342  2.25  4.49  0.00  1.94 202.3   0.0 102.5  3.04  26.2  47.1  2.01  0.00
12  7 342  2.50  4.72  0.00  2.02 223.5   0.0 103.7  4.97  40.3  84.2  1.71  0.00
12  7 342  2.75  4.97  3.16  2.10 229.0 180.5 103.1  4.71  34.7  56.1  2.83  0.50
12  7 342  3.00  5.44  0.00  2.10 216.1   0.0 103.6  4.75  28.2  54.3  1.76  0.00
12  7 342  3.25  5.36  3.24  2.18 207.2 166.1 101.5  4.39  27.5  46.3  2.51  0.50
12  7 342  3.50  5.29  3.16  2.26 191.9 152.7 102.7  3.81  24.4  44.1  2.09  0.50
12  7 342  3.75  5.05  0.00  2.26 209.0   0.0 100.2  4.94  34.8  63.4  2.14  0.00
12  7 342  4.00  5.21  3.32  2.34 204.3 150.1 103.8  5.11  34.9  63.8  2.20  0.50
12  7 342  4.25  5.29  3.38  2.34 200.9 153.8 102.4  4.83  31.8  55.2  2.35  0.50
12  7 342  4.50  4.97  3.48  2.34 202.7 157.6  99.4  4.68  35.2  59.6  2.69  0.50
12  7 342  4.75  5.05  3.56  2.34 212.9 167.1 100.6  5.02  36.1  61.7  2.42  0.50
12  7 342  5.00  5.05  3.32  2.34 207.3 154.9 101.9  5.11  37.2  61.2  2.76  0.50
12  7 342  5.25  4.88  0.00  2.34 200.7   0.0 103.1  4.13  30.3  62.3  1.53  0.00
12  7 342  5.50  4.72  0.00  0.00 202.3   0.0   0.0  4.30  34.5  67.5  1.91  0.00
12  7 342  5.75  5.13  3.14  0.00 212.1 161.5   0.0  4.67  32.3  56.7  2.29  0.50
12  7 342  6.00  4.98  3.16  2.26 219.6 158.4 102.1  5.67  42.9  70.6  3.02  0.50
12  7 342  6.25  5.28  0.00  2.26 219.0   0.0 104.0  5.62  36.1  71.0  1.81  0.00
12  7 342  6.50  5.36  0.00  2.18 228.9   0.0 101.1  6.47  41.0  74.6  2.19  0.00
12  7 342  6.75  5.36  3.16  2.18 219.0 169.2 102.3  4.94  31.2  53.8  2.35  0.50
12  7 342  7.00  5.36  0.00  2.10 207.5   0.0 107.1  4.68  28.9  59.2  1.58  0.00
12  7 342  7.25  5.61  2.92  2.02 215.4 166.8 104.2  4.48  25.6  47.8  1.87  0.50
12  7 342  7.50  5.28  0.00  1.94 214.4   0.0 102.1  4.88  31.3  65.3  1.59  0.00
12  7 342  7.75  5.21  0.00  1.86 200.5   0.0 105.6  3.05  19.2  33.2  2.23  0.00
12  7 342  8.00  4.72  0.00  1.78 215.4   0.0 102.4  5.51  47.4  66.6  6.00  0.00
12  7 342  8.25  4.48  0.00  0.00 232.0   0.0   0.0  4.53  42.1  67.5  4.41  0.00
12  7 342  8.50  4.24  0.00  0.00 209.8   0.0   0.0  2.31  22.4  39.1  2.32  0.00
12  7 342  8.75  3.92  0.00  0.00 234.4   0.0   0.0  3.78  46.6  80.2  3.19  0.00
12  7 342  9.00  3.52  0.00  0.00 243.0   0.0   0.0  3.06  46.8  80.2  3.27  0.00
12  7 342  9.25  3.52  0.00  0.00 246.7   0.0   0.0  2.73  42.0  72.5  3.16  0.00
12  7 342  9.50  3.44  0.00  0.00 266.2   0.0   0.0  2.58  41.5  76.3  2.59  0.00
12  7 342  9.75  3.28  0.00  0.00 253.9   0.0   0.0  2.31  41.4  73.1  2.83  0.00
12  7 342 10.00  2.72  0.00  0.00 248.3   0.0   0.0  1.64  42.8  75.1  2.92  0.00
12  7 342 10.25  2.64  0.00  0.00 242.5   0.0   0.0  1.05  28.8  51.7  2.65  0.00
12  7 342 10.50  2.24  0.00  0.00 262.2   0.0   0.0  1.11  42.9  75.9  2.81  0.00
12  7 342 10.75  1.84  0.00  0.00 287.1   0.0   0.0  0.85  48.3  85.4  2.83  0.00
12  7 342 11.00  1.92  0.00  0.00 297.5   0.0   0.0  0.88  46.0  82.4  2.66  0.00
12  7 342 11.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  7 342 11.50  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  7 342 11.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  7 342 12.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  7 342 12.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  7 342 12.50  1.76  0.00  0.00 273.7   0.0   0.0  0.57  35.0  62.1  2.78  0.00
12  7 342 12.75  1.60  0.00  0.00 311.1   0.0   0.0  0.70  52.3  92.1  2.87  0.00
12  7 342 13.00  1.68  0.00  0.00 298.1   0.0   0.0  0.46  30.0  55.8  2.20  0.00
12  7 342 13.25  1.84  0.00  0.00 326.1   0.0   0.0  0.79  44.3  75.2  3.06  0.00
12  7 342 13.50  1.84  0.00  0.00 326.3   0.0   0.0  0.97  55.0  98.4  2.67  0.00
12  7 342 13.75  2.00  0.00  0.00 300.7   0.0   0.0  0.88  42.2  75.5  2.68  0.00
12  7 342 14.00  2.08  0.00  0.00 320.7   0.0   0.0  1.14  50.7  91.0  2.62  0.00
12  7 342 14.25  2.16  0.00  0.00 347.7   0.0   0.0  1.56  64.4 117.2  2.50  0.00
