mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 1 16  16  0.00  2.32  0.00  0.00 267.3   0.0   0.0  0.91  31.9  51.2  3.89  0.00
 1 16  16  0.25  2.40  0.00  0.00 256.6   0.0   0.0  0.88  27.6  50.6  2.31  0.00
 1 16  16  0.50  2.72  0.00  0.00 261.1   0.0   0.0  1.39  34.6  61.3  2.61  0.00
 1 16  16  0.75  3.20  0.00  0.00 247.6   0.0   0.0  1.79  31.7  58.3  2.31  0.00
 1 16  16  1.00  3.77  0.00  0.00 227.8   0.0   0.0  2.02  25.5  42.2  3.33  0.00
 1 16  16  1.25  4.32  0.00  0.00 220.7   0.0   0.0  2.75  26.4  47.7  2.37  0.00
 1 16  16  1.50  4.82  0.00  0.00 216.5   0.0   0.0  3.48  27.3  45.0  3.42  0.00
 1 16  16  1.75  5.20  0.00  0.00 219.3   0.0   0.0  3.92  25.7  50.3  1.81  0.00
 1 16  16  2.00  5.30  0.00  0.00 208.5   0.0   0.0  3.23  20.0  31.5  3.61  0.00
 1 16  16  2.25  5.60  0.00  0.00 217.6   0.0   0.0  4.74  26.8  50.4  1.94  0.00
 1 16  16  2.50  5.60  0.00  0.00 208.0   0.0   0.0  4.60  25.8  54.5  1.53  0.00
 1 16  16  2.75  5.86  3.00  0.00 202.1 167.0   0.0  3.71  19.0  33.9  2.07  0.50
 1 16  16  3.00  5.13  0.00  0.00 195.7   0.0   0.0  3.19  20.4  38.0  1.90  0.00
 1 16  16  3.25  5.62  3.56  0.00 211.5 173.1   0.0  4.79  27.3  43.0  2.85  0.60
 1 16  16  3.50  5.78  0.00  2.26 219.4   0.0 106.3  6.48  35.0  71.6  1.71  0.00
 1 16  16  3.75  5.69  3.32  0.00 202.6 166.2   0.0  4.12  22.4  38.6  2.20  0.52
 1 16  16  4.00  5.94  3.48  2.26 223.6 170.8 102.8  6.17  31.7  58.8  1.95  0.50
 1 16  16  4.25  5.86  3.16  2.34 201.7 151.4  95.2  5.51  29.2  47.8  2.72  1.00
 1 16  16  4.50  5.46  3.32  2.34 206.7 164.5 103.3  4.71  28.6  45.1  2.96  0.50
 1 16  16  4.75  5.38  3.32  2.42 199.9 159.7 112.1  4.14  25.4  43.9  2.23  0.55
 1 16  16  5.00  5.46  3.20  0.00 204.8 156.7   0.0  4.68  28.3  51.3  2.07  0.50
 1 16  16  5.25  5.70  3.45  0.00 211.0 163.5   0.0  5.10  28.0  52.2  1.89  0.50
 1 16  16  5.50  5.46  3.24  2.34 203.9 154.0 101.8  5.24  32.5  53.5  2.85  0.50
 1 16  16  5.75  5.53  3.22  2.34 199.1 157.6 104.3  4.28  25.0  44.6  2.10  0.50
 1 16  16  6.00  5.28  0.00  2.34 202.8   0.0 100.2  4.56  28.5  61.8  1.34  0.00
 1 16  16  6.25  5.69  3.16  2.34 248.2 150.4 100.2  9.37  54.4 114.4  1.70  0.00
 1 16  16  6.50  5.77  3.32  2.34 207.3 163.1 101.2  4.60  24.2  47.4  1.55  0.52
 1 16  16  6.75  5.70  3.16  2.26 212.0 156.2 100.9  5.55  31.2  60.5  1.83  0.50
 1 16  16  7.25  5.68  0.00  2.18 205.9   0.0  96.6  5.37  29.7  57.6  1.75  0.00
 1 16  16  7.50  5.28  0.00  0.00 204.3   0.0   0.0  3.64  22.0  47.8  1.30  0.00
 1 16  16  7.75  5.04  0.00  0.00 200.9   0.0   0.0  4.05  28.3  56.6  1.80  0.00
 1 16  16  8.00  4.72  0.00  0.00 199.8   0.0   0.0  3.36  26.3  54.4  1.65  0.00
 1 16  16  8.25  4.64  0.00  0.00 200.1   0.0   0.0  2.83  22.4  44.9  1.63  0.00
 1 16  16  8.50  4.88  0.00  0.00 223.1   0.0   0.0  4.27  32.0  66.1  1.68  0.00
 1 16  16  8.75  4.65  0.00  0.00 208.4   0.0   0.0  3.08  25.2  45.5  2.44  0.00
 1 16  16  9.00  4.48  0.00  0.00 237.0   0.0   0.0  3.73  33.2  70.5  1.61  0.00
 1 16  16  9.25  4.48  0.00  0.00 213.0   0.0   0.0  2.48  22.0  40.6  2.19  0.00
 1 16  16  9.50  4.16  0.00  0.00 240.0   0.0   0.0  3.36  36.5  62.0  3.13  0.00
 1 16  16  9.75  4.24  0.00  0.00 234.8   0.0   0.0  2.22  22.8  40.7  2.51  0.00
 1 16  16 10.00  4.16  0.00  0.00 255.4   0.0   0.0  3.45  38.3  68.8  2.63  0.00
 1 16  16 10.25  3.84  0.00  0.00 231.7   0.0   0.0  1.62  20.9  34.0  3.81  0.00
 1 16  16 10.50  3.28  0.00  0.00 241.5   0.0   0.0  2.09  37.5  67.5  2.59  0.00
 1 16  16 10.75  3.20  0.00  0.00 263.1   0.0   0.0  1.97  37.2  67.4  2.53  0.00
 1 16  16 11.25  2.72  0.00  0.00 309.2   0.0   0.0  1.91  51.2  75.8  6.00  0.00
 1 16  16 11.50  3.04  0.00  0.00 261.3   0.0   0.0  1.31  27.7  44.2  4.32  0.00
 1 16  16 11.75  2.88  0.00  0.00 242.1   0.0   0.0  1.06  24.9  41.0  3.70  0.00
 1 16  16 12.00  2.64  0.00  0.00 262.1   0.0   0.0  1.39  38.6  69.8  2.54  0.00
 1 16  16 12.25  2.80  0.00  0.00 267.0   0.0   0.0  1.43  35.3  63.9  2.53  0.00
 1 16  16 12.50  2.96  0.00  0.00 267.2   0.0   0.0  1.70  37.6  68.5  2.47  0.00
 1 16  16 12.75  2.80  0.00  0.00 265.3   0.0   0.0  1.27  31.9  47.2  6.00  0.00
 1 16  16 13.00  2.72  0.00  0.00 278.5   0.0   0.0  1.63  42.7  77.2  2.54  0.00
 1 16  16 13.25  2.88  0.00  0.00 284.9   0.0   0.0  1.27  29.5  50.2  3.18  0.00
 1 16  16 13.50  2.96  0.00  0.00 284.7   0.0   0.0  1.41  31.1  53.2  3.17  0.00
 1 16  16 13.75  2.96  0.00  0.00 275.7   0.0   0.0  1.17  25.7  46.0  2.61  0.00
 1 16  16 14.00  3.04  0.00  0.00 284.3   0.0   0.0  1.85  39.9  58.5  6.00  0.00
 1 16  16 14.25  2.88  0.00  0.00 258.2   0.0   0.0  1.29  30.0  54.8  2.47  0.00
 1 16  16 14.50  2.80  0.00  0.00 294.0   0.0   0.0  1.54  37.9  69.0  2.47  0.00
 1 16  16 14.75  2.88  0.00  0.00 282.8   0.0   0.0  1.72  40.1  72.5  2.54  0.00
 1 16  16 15.00  3.28  0.00  0.00 276.8   0.0   0.0  1.73  31.2  52.1  3.48  0.00
 1 16  16 15.25  3.44  0.00  0.00 278.1   0.0   0.0  1.57  25.6  45.5  2.68  0.00
 1 16  16 15.50  3.52  0.00  0.00 272.8   0.0   0.0  1.74  27.2  47.2  2.97  0.00
 1 16  16 15.75  3.60  0.00  0.00 269.1   0.0   0.0  1.84  27.5  49.0  2.67  0.00
 1 16  16 16.00  3.60  0.00  0.00 279.1   0.0   0.0  1.78  26.6  44.8  3.32  0.00
 1 16  16 16.25  3.60  0.00  0.00 282.2   0.0   0.0  2.05  30.9  49.5  4.22  0.00
 1 16  16 16.50  3.68  0.00  0.00 275.8   0.0   0.0  2.22  32.1  52.9  3.66  0.00
 1 16  16 16.75  3.36  0.00  0.00 259.9   0.0   0.0  1.36  23.3  39.8  3.12  0.00
 1 16  16 17.00  3.36  0.00  0.00 268.0   0.0   0.0  1.36  23.1  41.1  2.66  0.00
 1 16  16 17.25  3.60  0.00  0.00 280.1   0.0   0.0  1.82  27.1  47.2  2.88  0.00
 1 16  16 17.50  3.52  0.00  0.00 269.9   0.0   0.0  1.60  25.0  41.5  3.50  0.00
 1 16  16 17.75  3.52  0.00  0.00 278.6   0.0   0.0  1.58  24.3  45.1  2.28  0.00
 1 16  16 18.00  4.16  0.00  0.00 284.9   0.0   0.0  2.44  27.1  49.9  2.36  0.00
 1 16  16 18.25  4.24  0.00  0.00 270.5   0.0   0.0  2.27  24.4  43.1  2.74  0.00
 1 16  16 18.50  4.24  0.00  0.00 272.8   0.0   0.0  2.18  23.3  41.3  2.69  0.00
