mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
12  4 339  0.00  2.08  0.00  0.00 259.7   0.0   0.0  0.93  40.4  68.8  3.35  0.00
12  4 339  0.25  2.16  0.00  0.00 280.9   0.0   0.0  1.42  57.5  96.6  3.60  0.00
12  4 339  0.50  2.72  0.00  0.00 245.3   0.0   0.0  1.56  39.2  66.7  3.36  0.00
12  4 339  0.75  3.20  0.00  0.00 232.1   0.0   0.0  2.51  46.5  76.7  4.08  0.00
12  4 339  1.00  3.36  0.00  0.00 235.0   0.0   0.0  3.12  52.5  89.5  3.53  0.00
12  4 339  1.25  3.44  0.00  0.00 212.4   0.0   0.0  2.59  40.5  66.1  4.16  0.00
12  4 339  1.50  4.09  0.00  0.00 220.5   0.0   0.0  3.46  38.0  67.1  2.79  0.00
12  4 339  1.75  4.32  0.00  0.00 212.8   0.0   0.0  3.29  31.6  54.4  2.87  0.00
12  4 339  2.00  4.64  0.00  0.00 199.1   0.0   0.0  2.74  22.0  34.2  3.38  0.00
12  4 339  2.25  4.32  0.00  0.00 215.9   0.0   0.0  4.93  50.3  70.1  6.00  0.00
12  4 339  2.50  4.24  0.00  2.02 214.4   0.0 109.5  4.35  44.6  74.7  3.34  0.00
12  4 339  2.75  4.98  3.32  0.00 241.1 195.9   0.0  4.85  35.5  54.2  3.55  0.50
12  4 339  3.00  5.84  0.00  0.00 220.7   0.0   0.0  5.84  30.4  63.3  1.50  0.00
12  4 339  3.25  5.85  3.26  0.00 200.4 166.1   0.0  3.97  20.5  34.7  2.31  0.60
12  4 339  3.50  5.29  3.24  0.00 199.5 160.5   0.0  4.08  26.5  42.2  3.08  0.50
12  4 339  3.75  4.74  3.08  0.00 201.1 157.6   0.0  3.94  32.3  49.4  3.66  0.50
12  4 339  4.00  4.50  3.16  0.00 203.0 153.3   0.0  4.05  37.1  70.3  2.17  0.03
12  4 339  4.25  5.46  0.00  0.00 220.3   0.0   0.0  5.79  34.5  74.7  1.44  0.00
12  4 339  4.50  5.44  0.00  2.34 208.3   0.0 103.4  5.15  30.8  60.3  1.67  0.00
12  4 339  4.75  5.12  0.00  2.34 201.1   0.0 107.7  4.63  31.3  64.8  1.61  0.00
12  4 339  5.00  4.74  3.16  0.00 203.3 155.3   0.0  4.33  35.7  56.9  3.21  0.50
12  4 339  5.25  4.65  3.24  2.34 200.4 154.0 105.1  4.26  36.6  57.6  3.29  0.50
12  4 339  5.50  5.08  3.18  2.34 237.3 153.5 104.5  7.48  55.0 106.4  2.05  0.00
12  4 339  5.75  5.13  3.16  2.34 224.2 160.9 104.1  5.69  39.9  73.6  2.13  0.50
12  4 339  6.00  5.38  3.16  0.00 217.6 165.5   0.0  5.02  31.3  55.3  2.20  0.53
12  4 339  6.25  4.97  3.16  0.00 206.9 164.7   0.0  3.95  28.7  51.0  2.22  0.50
12  4 339  6.50  4.97  3.08  2.18 214.9 161.2 104.8  4.70  34.9  60.6  2.39  0.50
12  4 339  6.75  5.21  3.16  2.18 217.2 170.1 104.3  4.39  28.9  53.0  1.96  0.50
12  4 339  7.00  4.97  2.88  2.10 215.6 159.5 106.6  4.81  36.3  58.0  3.29  0.50
12  4 339  7.25  4.88  0.00  2.02 210.1   0.0 105.5  4.20  31.2  63.8  1.65  0.00
12  4 339  7.50  5.12  0.00  1.94 223.9   0.0 106.2  5.07  34.7  69.7  1.74  0.00
12  4 339  7.75  5.12  0.00  0.00 215.6   0.0   0.0  3.91  26.3  47.0  2.12  0.00
12  4 339  8.00  5.20  0.00  0.00 207.4   0.0   0.0  4.16  27.9  51.4  2.25  0.00
12  4 339  8.25  4.80  0.00  0.00 213.9   0.0   0.0  3.56  27.8  50.3  2.42  0.00
12  4 339  8.50  4.64  0.00  0.00 210.6   0.0   0.0  2.07  16.4  25.9  4.14  0.00
12  4 339  8.75  4.48  0.00  0.00 210.8   0.0   0.0  2.47  21.9  42.3  2.00  0.00
12  4 339  9.00  4.16  0.00  0.00 230.6   0.0   0.0  3.60  39.6  68.4  3.16  0.00
12  4 339  9.25  3.84  0.00  0.00 232.1   0.0   0.0  2.87  37.1  65.0  2.94  0.00
12  4 339  9.50  3.36  0.00  0.00 237.0   0.0   0.0  2.25  38.1  67.1  2.88  0.00
12  4 339 10.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  4 339 10.25  2.08  0.00  0.00 288.4   0.0   0.0  1.10  49.0  86.1  2.89  0.00
12  4 339 10.50  2.08  0.00  0.00 279.3   0.0   0.0  0.96  42.7  75.7  2.78  0.00
12  4 339 10.75  2.08  0.00  0.00 326.7   0.0   0.0  1.37  62.6  92.1  6.00  0.00
12  4 339 11.00  2.00  0.00  0.00 289.9   0.0   0.0  0.90  43.1  76.9  2.69  0.00
12  4 339 11.25  1.92  0.00  0.00 305.5   0.0   0.0  0.95  49.4  88.4  2.67  0.00
12  4 339 11.50  1.92  0.00  0.00 307.7   0.0   0.0  0.94  48.8  87.7  2.63  0.00
12  4 339 11.75  1.92  0.00  0.00 297.4   0.0   0.0  0.60  29.8  57.6  2.00  0.00
12  4 339 12.00  2.08  0.00  0.00 321.7   0.0   0.0  1.20  53.3  96.2  2.58  0.00
12  4 339 12.25  2.16  0.00  0.00 310.8   0.0   0.0  1.18  48.6  87.3  2.62  0.00
12  4 339 12.50  2.16  0.00  0.00 295.0   0.0   0.0  1.08  44.5  79.6  2.66  0.00
12  4 339 12.75  2.32  0.00  0.00 301.9   0.0   0.0  1.26  45.3  81.6  2.61  0.00
12  4 339 13.00  2.32  0.00  0.00 307.6   0.0   0.0  1.31  47.1  84.7  2.63  0.00
12  4 339 13.25  2.32  0.00  0.00 313.9   0.0   0.0  1.40  50.3  90.4  2.63  0.00
12  4 339 13.50  2.40  0.00  0.00 289.9   0.0   0.0  1.25  42.0  75.5  2.61  0.00
12  4 339 13.75  2.16  0.00  0.00 295.8   0.0   0.0  1.12  46.2  82.6  2.67  0.00
12  4 339 14.00  2.16  0.00  0.00 320.9   0.0   0.0  1.22  50.1  90.3  2.59  0.00
12  4 339 14.25  2.16  0.00  0.00 300.1   0.0   0.0  1.20  49.9  89.3  2.68  0.00
12  4 339 14.50  2.16  0.00  0.00 329.8   0.0   0.0  1.29  53.3  96.1  2.57  0.00
12  4 339 14.75  2.32  0.00  0.00 327.3   0.0   0.0  1.45  52.1  94.0  2.57  0.00
12  4 339 15.00  2.48  0.00  0.00 316.8   0.0   0.0  1.46  45.8  82.9  2.53  0.00
12  4 339 15.25  2.56  0.00  0.00 312.4   0.0   0.0  1.50  44.2  79.9  2.55  0.00
12  4 339 15.50  2.80  0.00  0.00 310.4   0.0   0.0  1.88  46.5  84.0  2.57  0.00
12  4 339 15.75  2.96  0.00  0.00 300.1   0.0   0.0  2.04  45.1  81.8  2.52  0.00
12  4 339 16.00  2.88  0.00  0.00 295.3   0.0   0.0  2.01  47.0  84.9  2.55  0.00
12  4 339 16.25  2.88  0.00  0.00 295.5   0.0   0.0  1.95  45.5  82.3  2.55  0.00
12  4 339 16.50  2.88  0.00  0.00 286.9   0.0   0.0  1.91  44.6  80.4  2.59  0.00
12  4 339 16.75  2.88  0.00  0.00 309.9   0.0   0.0  1.92  44.9  81.5  2.50  0.00
12  4 339 17.00  2.88  0.00  0.00 305.7   0.0   0.0  2.10  49.2  88.9  2.55  0.00
12  4 339 17.25  2.88  0.00  0.00 296.8   0.0   0.0  1.86  43.5  78.8  2.53  0.00
12  4 339 17.50  2.88  0.00  0.00 295.9   0.0   0.0  1.95  45.7  82.6  2.55  0.00
12  4 339 17.75  2.88  0.00  0.00 292.2   0.0   0.0  1.91  44.7  80.8  2.55  0.00
12  4 339 18.00  2.96  0.00  0.00 301.9   0.0   0.0  2.18  48.2  87.1  2.55  0.00
12  4 339 18.25  2.96  0.00  0.00 287.3   0.0   0.0  2.04  45.1  81.7  2.52  0.00
12  4 339 18.50  3.04  0.00  0.00 295.5   0.0   0.0  2.09  43.9  79.8  2.48  0.00
12  4 339 18.75  3.04  0.00  0.00 291.2   0.0   0.0  2.30  48.4  87.5  2.56  0.00
12  4 339 19.00  3.12  0.00  0.00 284.6   0.0   0.0  2.09  41.7  75.6  2.52  0.00
12  4 339 19.25  3.04  0.00  0.00 289.9   0.0   0.0  2.30  48.5  87.5  2.56  0.00
12  4 339 19.50  3.04  0.00  0.00 296.3   0.0   0.0  2.35  49.5  89.4  2.57  0.00
12  4 339 19.75  2.96  0.00  0.00 312.8   0.0   0.0  2.02  44.6  81.2  2.48  0.00
12  4 339 20.00  2.96  0.00  0.00 302.3   0.0   0.0  2.12  46.8  84.8  2.53  0.00
12  4 339 20.25  2.96  0.00  0.00 299.8   0.0   0.0  1.99  44.0  79.9  2.51  0.00
12  4 339 20.50  2.96  0.00  0.00 292.8   0.0   0.0  1.95  43.1  78.2  2.52  0.00
12  4 339 20.75  2.88  0.00  0.00 289.3   0.0   0.0  1.85  43.4  78.3  2.56  0.00
12  4 339 21.00  2.88  0.00  0.00 277.5   0.0   0.0  1.76  41.2  74.5  2.55  0.00
12  4 339 21.25  2.88  0.00  0.00 296.6   0.0   0.0  2.07  48.5  87.5  2.57  0.00
12  4 339 21.50  2.80  0.00  0.00 289.3   0.0   0.0  1.80  44.5  80.2  2.58  0.00
12  4 339 21.75  2.72  0.00  0.00 293.0   0.0   0.0  1.87  49.0  88.3  2.59  0.00
12  4 339 22.00  2.72  0.00  0.00 294.8   0.0   0.0  1.83  47.9  86.3  2.58  0.00
12  4 339 22.25  2.88  0.00  0.00 300.7   0.0   0.0  2.18  51.1  92.3  2.56  0.00
12  4 339 22.50  2.64  0.00  0.00 267.2   0.0   0.0  1.36  37.9  68.4  2.58  0.00
12  4 339 22.75  2.56  0.00  0.00 255.2   0.0   0.0  1.22  36.1  65.1  2.59  0.00
12  4 339 23.00  2.40  0.00  0.00 262.7   0.0   0.0  1.30  43.7  78.1  2.69  0.00
12  4 339 23.25  2.16  0.00  0.00 303.4   0.0   0.0  1.34  55.6  98.7  2.77  0.00
12  4 339 23.50  2.24  0.00  0.00 303.8   0.0   0.0  1.38  53.2  94.9  2.69  0.00
12  4 339 23.75  2.40  0.00  0.00 287.5   0.0   0.0  1.52  51.1  89.6  2.95  0.00
