mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
12 30 364  0.00  1.76  0.00  0.00 251.1   0.0   0.0  0.39  22.0  42.9  1.98  0.00
12 30 364  0.25  1.92  0.00  0.00 249.4   0.0   0.0  0.67  33.5  57.2  3.30  0.00
12 30 364  0.75  2.32  0.00  0.00 246.3   0.0   0.0  1.00  32.8  58.6  2.51  0.00
12 30 364  1.00  2.80  0.00  0.00 219.5   0.0   0.0  1.12  24.4  46.5  2.10  0.00
12 30 364  1.25  3.28  0.00  0.00 232.1   0.0   0.0  2.13  35.6  64.9  2.33  0.00
12 30 364  1.50  3.52  0.00  0.00 206.6   0.0   0.0  1.98  28.3  46.5  3.36  0.00
12 30 364  1.75  4.24  0.00  0.00 223.0   0.0   0.0  3.63  37.0  65.2  2.72  0.00
12 30 364  2.00  4.56  0.00  0.00 196.0   0.0   0.0  2.62  22.0  39.7  2.20  0.00
12 30 364  2.25  4.42  0.00  1.86 205.1   0.0 105.7  3.44  31.4  56.5  2.54  0.00
12 30 364  2.50  4.58  0.00  1.94 194.2   0.0 110.0  2.67  21.6  38.6  2.17  0.00
12 30 364  2.75  4.32  0.00  0.00 198.5   0.0   0.0  3.12  29.3  57.3  1.92  0.00
12 30 364  3.00  4.24  0.00  0.00 205.3   0.0   0.0  3.50  34.4  69.3  1.90  0.00
12 30 364  3.25  5.06  3.08  2.10 208.2 177.4 106.2  3.33  23.1  33.1  4.60  0.50
12 30 364  3.50  5.64  3.88  2.18 231.1 181.7 102.2  6.24  35.8  62.8  2.15  0.50
12 30 364  3.75  5.85  3.16  2.26 204.4 164.4 106.6  3.99  20.1  39.2  1.55  0.57
12 30 364  4.00  5.14  3.08  2.26 201.2 159.0 104.2  3.87  26.1  46.7  2.08  0.50
12 30 364  4.25  5.22  3.72  0.00 211.9 178.1   0.0  4.10  26.6  49.3  1.84  0.50
12 30 364  4.50  5.64  3.32  2.34 201.5 162.7 101.4  4.03  21.9  42.4  1.54  0.52
12 30 364  4.75  5.29  3.32  0.00 195.4 160.4   0.0  3.68  23.3  40.6  2.22  0.50
12 30 364  5.00  5.04  0.00  2.34 193.0   0.0 100.6  4.01  27.5  60.1  1.34  0.00
12 30 364  5.25  4.66  3.32  2.34 183.9 153.0 105.4  3.02  24.8  41.2  2.42  0.50
12 30 364  5.50  4.84  3.13  2.34 199.5 170.5 101.6  3.21  24.0  32.1  5.23  0.50
12 30 364  5.75  4.60  3.08  2.34 187.8 146.5 104.6  3.44  29.7  52.3  2.42  0.50
12 30 364  6.00  4.48  0.00  2.34 204.5   0.0 101.1  5.22  48.6  73.5  4.67  0.00
12 30 364  6.25  4.56  0.00  2.26 188.2   0.0 102.9  3.53  30.0  61.2  1.71  0.00
12 30 364  6.50  4.16  0.00  0.00 203.2   0.0   0.0  4.07  43.3  66.9  4.20  0.00
12 30 364  6.75  4.48  0.00  0.00 201.1   0.0   0.0  3.50  30.2  67.4  1.49  0.00
12 30 364  7.00  5.04  0.00  0.00 251.3   0.0   0.0  7.86  58.0 122.4  1.84  0.00
12 30 364  7.25  5.38  3.32  0.00 230.7 182.3   0.0  5.00  31.1  58.6  1.96  0.50
12 30 364  7.50  5.60  0.00  1.94 208.8   0.0 103.0  4.75  26.9  55.3  1.55  0.00
12 30 364  7.75  5.70  2.68  0.00 211.5 169.4   0.0  3.75  20.6  37.4  2.06  0.51
12 30 364  8.00  5.36  0.00  0.00 202.1   0.0   0.0  3.73  23.1  41.2  2.27  0.00
12 30 364  8.25  4.60  0.00  1.78 207.7   0.0 115.4  3.34  28.3  44.5  4.19  0.00
12 30 364  8.50  4.44  0.00  0.00 220.4   0.0   0.0  3.63  33.8  56.6  3.60  0.00
12 30 364  8.75  4.10  0.00  0.00 206.4   0.0   0.0  2.10  22.2  32.7  6.00  0.00
12 30 364  9.00  3.48  0.00  0.00 235.7   0.0   0.0  3.21  51.1  74.5  6.00  0.00
12 30 364  9.25  3.44  0.00  0.00 236.3   0.0   0.0  2.03  31.7  52.3  3.48  0.00
12 30 364  9.50  3.21  0.00  0.00 210.0   0.0   0.0  1.07  19.0  27.8  6.00  0.00
12 30 364  9.75  2.97  0.00  0.00 224.4   0.0   0.0  1.11  23.2  41.3  2.67  0.00
12 30 364 10.00  2.72  0.00  0.00 210.3   0.0   0.0  1.17  30.3  53.2  2.91  0.00
12 30 364 10.25  1.68  0.00  0.00 287.4   0.0   0.0  0.51  31.9  69.2  1.51  0.00
12 30 364 10.50  1.76  0.00  0.00 306.6   0.0   0.0  0.65  38.7  75.3  1.93  0.00
12 30 364 10.75  1.76  0.00  0.00 273.2   0.0   0.0  0.48  28.7  49.8  2.81  0.00
12 30 364 11.00  1.92  0.00  0.00 293.6   0.0   0.0  0.87  45.2  80.9  2.68  0.00
12 30 364 11.25  1.92  0.00  0.00 276.0   0.0   0.0  0.68  34.9  62.5  2.65  0.00
12 30 364 11.50  2.00  0.00  0.00 312.4   0.0   0.0  1.12  53.9  96.2  2.71  0.00
12 30 364 11.75  2.00  0.00  0.00 286.5   0.0   0.0  0.80  38.3  68.7  2.64  0.00
12 30 364 12.00  2.00  0.00  0.00 271.1   0.0   0.0  1.06  51.7  91.2  2.88  0.00
12 30 364 12.25  2.08  0.00  0.00 291.8   0.0   0.0  0.94  41.5  74.3  2.67  0.00
12 30 364 12.50  2.00  0.00  0.00 273.4   0.0   0.0  0.69  33.0  59.1  2.66  0.00
12 30 364 12.75  2.16  0.00  0.00 260.1   0.0   0.0  0.70  29.1  44.9  4.97  0.00
12 30 364 13.00  2.16  0.00  0.00 259.6   0.0   0.0  0.88  36.3  65.2  2.64  0.00
12 30 364 13.25  2.00  0.00  0.00 233.4   0.0   0.0  0.72  34.7  61.6  2.76  0.00
12 30 364 13.50  1.92  0.00  0.00 281.5   0.0   0.0  0.65  33.2  59.5  2.65  0.00
