mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
12  6 340  0.00  2.17  0.00  0.00 261.1   0.0   0.0  1.07  43.0  63.9  5.95  0.00
12  6 340  0.25  2.32  0.00  0.00 295.0   0.0   0.0  1.92  68.3 129.0  2.54  0.00
12  6 340  0.50  2.80  0.00  0.00 268.1   0.0   0.0  2.30  55.8  93.0  3.76  0.00
12  6 340  0.75  3.45  0.00  0.00 236.9   0.0   0.0  2.18  33.8  52.0  4.62  0.00
12  6 340  1.00  3.85  0.00  0.00 225.5   0.0   0.0  2.58  31.9  49.4  4.51  0.00
12  6 340  1.25  4.17  0.00  1.46 214.1   0.0 103.3  2.98  31.5  47.4  4.86  0.00
12  6 340  1.50  4.09  0.00  1.54 209.6   0.0 104.7  2.67  28.6  45.3  3.78  0.00
12  6 340  1.75  4.33  0.00  1.70 208.9   0.0 104.9  3.00  28.6  43.3  4.41  0.00
12  6 340  2.00  4.41  0.00  1.86 202.6   0.0 103.7  3.20  29.1  50.2  2.69  0.00
12  6 340  2.25  4.72  0.00  0.00 208.9   0.0   0.0  4.02  32.0  60.8  2.05  0.00
12  6 340  2.75  5.13  0.00  2.10 215.0   0.0 103.9  4.77  32.7  51.3  3.56  0.00
12  6 340  3.00  5.45  0.00  2.18 218.7   0.0  99.5  5.56  33.5  63.2  2.01  0.00
12  6 340  3.25  5.28  0.00  0.00 205.5   0.0   0.0  4.90  31.3  58.8  1.94  0.00
12  6 340  3.50  5.21  0.00  2.34 201.9   0.0 103.0  4.68  30.5  59.0  1.80  0.00
12  6 340  3.75  5.29  3.32  2.34 194.5 153.9 100.8  4.04  25.9  45.2  2.15  0.57
12  6 340  4.00  5.32  0.00  2.42 218.2   0.0 101.8  6.79  44.3  70.3  3.66  0.00
12  6 340  4.25  5.13  3.24  2.42 195.4 151.4 100.2  4.20  28.9  51.3  2.16  0.50
12  6 340  4.50  4.84  0.00  2.50 225.3   0.0 103.7  7.29  59.0  98.9  3.74  0.00
12  6 340  4.75  5.08  3.32  2.50 221.2 153.9 103.5  6.69  49.2  78.0  3.38  0.50
12  6 340  5.00  5.30  3.48  2.50 213.7 164.5 110.4  5.28  34.2  59.6  2.31  0.50
12  6 340  5.25  5.38  3.46  2.50 199.6 159.3 104.3  4.49  27.8  46.0  2.47  0.50
12  6 340  5.50  5.21  3.32  2.42 210.8 159.9 109.4  5.16  35.0  59.6  2.60  0.50
12  6 340  5.75  5.38  3.32  2.42 209.0 159.7 107.9  5.23  33.2  54.2  2.83  0.50
12  6 340  6.00  5.21  3.24  2.42 195.8 155.8 106.1  3.93  25.9  44.4  2.29  0.53
12  6 340  6.25  4.89  0.00  2.34 198.5   0.0 104.3  4.07  29.8  57.8  1.76  0.00
12  6 340  6.50  5.13  0.00  2.34 208.2   0.0 113.9  4.89  33.3  59.5  2.32  0.00
12  6 340  6.75  4.89  0.00  2.26 193.2   0.0 107.2  3.65  26.6  48.5  2.04  0.00
12  6 340  7.00  4.49  0.00  2.18 210.3   0.0 109.6  4.47  40.4  65.8  3.53  0.00
12  6 340  7.25  5.21  0.00  2.10 231.6   0.0 110.4  6.20  41.8  79.3  2.14  0.00
12  6 340  7.50  5.13  0.00  2.02 215.2   0.0 109.1  4.66  32.0  52.4  3.10  0.00
12  6 340  7.75  4.72  0.00  1.94 217.9   0.0 105.2  4.71  38.7  63.3  3.53  0.00
12  6 340  8.00  4.81  0.00  1.86 201.2   0.0 110.8  2.92  21.7  39.2  2.13  0.00
12  6 340  8.25  4.40  0.00  1.78 209.8   0.0 110.3  3.24  29.5  53.1  2.42  0.00
12  6 340  8.50  4.65  0.00  0.00 219.3   0.0   0.0  3.22  26.6  48.4  2.37  0.00
12  6 340  8.75  4.60  0.00  0.00 242.6   0.0   0.0  4.58  41.0  64.8  4.38  0.00
12  6 340  9.00  4.49  0.00  0.00 230.6   0.0   0.0  3.23  30.0  48.2  4.01  0.00
12  6 340  9.25  4.32  0.00  0.00 228.8   0.0   0.0  3.01  30.6  53.9  2.85  0.00
12  6 340  9.50  3.28  0.00  0.00 231.2   0.0   0.0  2.48  44.4  76.2  3.27  0.00
12  6 340  9.75  2.56  0.00  0.00 251.1   0.0   0.0  1.47  42.9  73.2  3.34  0.00
12  6 340 10.00  2.24  0.00  0.00 262.2   0.0   0.0  1.29  49.3  85.0  3.19  0.00
12  6 340 10.25  2.08  0.00  0.00 262.5   0.0   0.0  0.91  40.2  70.6  2.90  0.00
12  6 340 10.50  2.00  0.00  0.00 292.5   0.0   0.0  1.01  48.5  85.8  2.81  0.00
12  6 340 10.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  6 340 11.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  6 340 11.25  1.92  0.00  0.00 291.2   0.0   0.0  0.83  43.1  76.8  2.73  0.00
12  6 340 11.50  2.00  0.00  0.00 266.6   0.0   0.0  0.93  45.1  79.0  2.94  0.00
12  6 340 11.75  1.76  0.00  0.00 250.7   0.0   0.0  0.59  36.6  64.0  2.96  0.00
12  6 340 12.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  6 340 12.25  1.84  0.00  0.00 291.4   0.0   0.0  0.74  41.7  73.8  2.81  0.00
12  6 340 12.50  1.76  0.00  0.00 306.8   0.0   0.0  0.98  61.2 107.8  2.90  0.00
12  6 340 12.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  6 340 13.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12  6 340 13.25  1.84  0.00  0.00 260.7   0.0   0.0  0.59  33.0  58.2  2.84  0.00
12  6 340 13.50  1.84  0.00  0.00 283.8   0.0   0.0  0.89  50.6  88.4  2.97  0.00
12  6 340 13.75  2.00  0.00  0.00 289.2   0.0   0.0  1.07  51.8  91.2  2.90  0.00
12  6 340 14.00  2.08  0.00  0.00 268.9   0.0   0.0  0.88  39.2  69.5  2.78  0.00
12  6 340 14.25  2.00  0.00  0.00 266.6   0.0   0.0  0.97  46.7  81.9  2.92  0.00
12  6 340 14.50  2.24  0.00  0.00 280.4   0.0   0.0  1.13  43.5  77.5  2.73  0.00
12  6 340 14.75  2.16  0.00  0.00 300.8   0.0   0.0  1.15  47.2  84.2  2.72  0.00
12  6 340 15.00  2.08  0.00  0.00 275.1   0.0   0.0  1.07  47.9  84.8  2.80  0.00
12  6 340 15.25  2.32  0.00  0.00 316.2   0.0   0.0  1.32  47.1  84.7  2.61  0.00
