mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
12 11 346  0.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346  0.25  1.92  0.00  0.00 269.4   0.0   0.0  0.72  34.3  67.6  1.93  0.00
12 11 346  0.50  2.16  0.00  0.00 268.0   0.0   0.0  1.32  52.9  87.7  3.82  0.00
12 11 346  0.75  2.56  0.00  0.00 225.8   0.0   0.0  1.06  28.5  47.0  3.49  0.00
12 11 346  1.00  3.04  0.00  0.00 240.7   0.0   0.0  2.50  50.7  85.8  3.50  0.00
12 11 346  1.25  3.52  0.00  0.00 206.0   0.0   0.0  1.87  26.9  42.9  3.78  0.00
12 11 346  1.50  3.60  0.00  0.00 205.9   0.0   0.0  2.14  29.2  48.9  3.19  0.00
12 11 346  1.75  3.94  0.00  0.00 222.0   0.0   0.0  3.31  38.8  64.9  3.54  0.00
12 11 346  2.00  4.64  0.00  0.00 207.3   0.0   0.0  3.23  26.3  52.0  1.72  0.00
12 11 346  2.25  4.56  0.00  0.00 212.2   0.0   0.0  3.95  34.3  64.1  2.15  0.00
12 11 346  2.50  5.28  0.00  2.02 224.4   0.0 103.4  5.34  34.2  67.2  1.73  0.00
12 11 346  2.75  5.36  0.00  2.02 194.8   0.0 104.2  3.39  20.1  38.8  1.61  0.00
12 11 346  3.00  4.48  3.00  0.00 196.9 157.2   0.0  2.99  26.5  57.4  1.49  0.12
12 11 346  3.25  5.29  3.56  0.00 233.3 194.7   0.0  4.72  29.9  44.7  2.87  0.50
12 11 346  3.50  5.60  3.24  2.18 209.4 169.7 110.6  4.13  23.3  44.9  1.77  0.50
12 11 346  3.75  4.96  0.00  2.26 196.0   0.0 104.4  3.67  25.5  59.0  1.16  0.00
12 11 346  4.00  4.74  3.16  2.26 196.6 159.7 103.6  3.54  28.6  42.9  3.37  0.50
12 11 346  4.25  4.98  0.00  2.34 231.7   0.0 104.3  5.66  40.5  92.4  1.36  0.00
12 11 346  4.50  5.53  3.48  2.34 220.3 196.9 103.1  3.80  21.1  25.2  5.93  0.50
12 11 346  4.75  4.88  0.00  0.00 191.1   0.0   0.0  3.51  25.4  52.8  1.52  0.00
12 11 346  5.00  5.68  0.00  2.34 234.7   0.0 103.8  6.69  36.6  80.5  1.31  0.00
12 11 346  5.25  5.85  3.51  0.00 206.1 170.3   0.0  4.63  24.1  37.0  2.90  0.70
12 11 346  5.50  4.96  0.00  0.00 210.8   0.0   0.0  5.54  41.4  74.4  2.69  0.00
12 11 346  6.00  5.44  0.00  2.26 202.1   0.0 101.1  4.63  27.4  57.5  1.45  0.00
12 11 346  6.25  5.44  0.00  0.00 208.8   0.0   0.0  5.26  31.8  67.3  1.60  0.00
12 11 346  6.50  5.77  3.16  2.18 232.0 167.1 100.8  7.25  40.8  66.9  3.22  0.50
12 11 346  6.75  5.21  3.08  2.18 198.5 171.5 103.2  3.24  21.2  28.4  5.66  0.50
12 11 346  7.00  4.88  0.00  2.10 202.9   0.0  98.0  4.00  29.3  64.6  1.37  0.00
12 11 346  7.25  4.48  0.00  0.00 197.8   0.0   0.0  3.24  28.2  56.3  1.82  0.00
12 11 346  7.50  4.48  0.00  1.94 190.8   0.0 100.4  3.10  27.2  54.2  1.76  0.00
12 11 346  7.75  4.32  0.00  0.00 199.3   0.0   0.0  2.79  25.9  52.4  1.73  0.00
12 11 346  8.00  4.96  0.00  0.00 223.8   0.0   0.0  4.36  31.8  66.1  1.70  0.00
12 11 346  8.25  5.04  0.00  0.00 210.2   0.0   0.0  3.40  23.6  49.6  1.62  0.00
12 11 346  8.50  4.64  0.00  0.00 199.3   0.0   0.0  2.32  19.0  30.5  3.40  0.00
12 11 346  8.75  4.00  0.00  0.00 208.8   0.0   0.0  2.01  22.3  35.2  3.70  0.00
12 11 346  9.00  3.68  0.00  0.00 207.6   0.0   0.0  1.45  18.8  33.7  2.44  0.00
12 11 346  9.25  3.36  0.00  0.00 250.8   0.0   0.0  1.79  28.7  54.6  2.09  0.00
12 11 346  9.50  3.12  0.00  0.00 247.3   0.0   0.0  1.73  33.6  58.8  2.95  0.00
12 11 346  9.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 10.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 10.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 10.50  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 10.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 11.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 11.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 11.50  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 11.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 12.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 12.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 12.50  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 12.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 13.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 13.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 13.50  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 13.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 14.00  1.92  0.00  0.00 322.5   0.0   0.0  1.00  52.1  93.4  2.65  0.00
12 11 346 14.25  2.00  0.00  0.00 311.0   0.0   0.0  0.97  47.6  69.8  6.00  0.00
12 11 346 14.50  2.08  0.00  0.00 315.6   0.0   0.0  1.08  48.0  86.1  2.63  0.00
12 11 346 14.75  2.16  0.00  0.00 308.4   0.0   0.0  1.20  49.7  89.0  2.67  0.00
12 11 346 15.00  2.16  0.00  0.00 304.3   0.0   0.0  1.05  43.2  77.4  2.64  0.00
12 11 346 15.25  2.32  0.00  0.00 303.5   0.0   0.0  1.33  47.9  85.9  2.64  0.00
12 11 346 15.50  2.32  0.00  0.00 283.2   0.0   0.0  1.08  38.7  69.7  2.58  0.00
12 11 346 15.75  2.32  0.00  0.00 289.2   0.0   0.0  1.26  45.5  81.3  2.69  0.00
12 11 346 16.00  2.32  0.00  0.00 308.3   0.0   0.0  1.36  49.0  88.0  2.63  0.00
12 11 346 16.25  2.24  0.00  0.00 286.1   0.0   0.0  1.18  45.3  81.1  2.68  0.00
12 11 346 16.50  2.32  0.00  0.00 302.2   0.0   0.0  1.30  46.5  83.6  2.62  0.00
12 11 346 16.75  2.40  0.00  0.00 307.8   0.0   0.0  1.37  46.0  83.1  2.57  0.00
12 11 346 17.00  2.40  0.00  0.00 319.6   0.0   0.0  1.40  46.7  84.6  2.54  0.00
12 11 346 17.25  2.48  0.00  0.00 312.4   0.0   0.0  1.42  44.5  80.4  2.57  0.00
12 11 346 17.50  2.48  0.00  0.00 303.5   0.0   0.0  1.40  44.0  79.3  2.58  0.00
12 11 346 17.75  2.48  0.00  0.00 284.4   0.0   0.0  1.26  39.4  71.1  2.56  0.00
12 11 346 18.00  2.48  0.00  0.00 300.6   0.0   0.0  1.37  42.8  77.4  2.56  0.00
12 11 346 18.25  2.48  0.00  0.00 303.7   0.0   0.0  1.43  44.8  80.9  2.56  0.00
12 11 346 18.50  2.64  0.00  0.00 310.4   0.0   0.0  1.70  47.3  85.3  2.59  0.00
12 11 346 18.75  2.72  0.00  0.00 299.0   0.0   0.0  1.60  41.9  75.6  2.57  0.00
12 11 346 19.00  2.88  0.00  0.00 288.8   0.0   0.0  1.60  37.2  67.6  2.50  0.00
12 11 346 19.25  2.72  0.00  0.00 269.4   0.0   0.0  1.61  42.4  76.3  2.60  0.00
12 11 346 19.50  2.56  0.00  0.00 288.6   0.0   0.0  1.67  49.5  89.0  2.61  0.00
12 11 346 19.75  2.56  0.00  0.00 293.6   0.0   0.0  1.39  40.9  73.9  2.56  0.00
12 11 346 20.00  2.64  0.00  0.00 288.0   0.0   0.0  1.62  45.0  81.0  2.59  0.00
12 11 346 20.25  2.48  0.00  0.00 301.7   0.0   0.0  1.26  39.5  71.6  2.52  0.00
12 11 346 20.50  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
12 11 346 20.75  2.40  0.00  0.00 302.0   0.0   0.0  1.21  40.5  73.3  2.53  0.00
12 11 346 21.00  2.40  0.00  0.00 314.1   0.0   0.0  1.41  47.3  85.5  2.55  0.00
12 11 346 21.25  2.40  0.00  0.00 299.6   0.0   0.0  1.20  40.1  72.7  2.53  0.00
12 11 346 21.50  2.40  0.00  0.00 300.2   0.0   0.0  1.32  44.3  79.7  2.60  0.00
12 11 346 21.75  2.40  0.00  0.00 289.0   0.0   0.0  1.26  42.1  75.9  2.58  0.00
12 11 346 22.00  2.24  0.00  0.00 278.1   0.0   0.0  1.09  42.1  75.4  2.67  0.00
12 11 346 22.25  2.08  0.00  0.00 300.6   0.0   0.0  1.05  47.0  83.8  2.70  0.00
12 11 346 22.50  2.16  0.00  0.00 264.8   0.0   0.0  1.00  41.4  73.9  2.71  0.00
12 11 346 22.75  2.00  0.00  0.00 299.9   0.0   0.0  1.01  48.8  87.0  2.71  0.00
12 11 346 23.00  2.00  0.00  0.00 297.0   0.0   0.0  0.97  46.8  83.6  2.68  0.00
12 11 346 23.25  2.00  0.00  0.00 292.6   0.0   0.0  0.97  46.7  83.1  2.73  0.00
12 11 346 23.50  2.00  0.00  0.00 299.1   0.0   0.0  1.09  52.7  93.2  2.82  0.00
12 11 346 23.75  2.00  0.00  0.00 267.9   0.0   0.0  0.97  46.7  81.2  3.06  0.00
