mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
12 23 357  0.00  2.08  0.00  0.00 262.2   0.0   0.0  0.90  40.0  57.6  6.00  0.00
12 23 357  0.25  2.08  0.00  0.00 233.2   0.0   0.0  0.65  27.1  41.8  4.85  0.00
12 23 357  0.50  2.32  0.00  0.00 266.4   0.0   0.0  1.38  48.3  81.4  3.52  0.00
12 23 357  0.75  2.64  0.00  0.00 241.4   0.0   0.0  1.20  30.6  53.4  2.75  0.00
12 23 357  1.00  3.20  0.00  1.14 213.6   0.0 110.0  1.40  23.9  43.7  2.45  0.00
12 23 357  1.25  3.61  0.00  0.00 204.2   0.0   0.0  1.65  21.9  38.6  2.63  0.00
12 23 357  1.50  3.70  0.00  0.00 204.2   0.0   0.0  1.91  24.1  37.6  3.80  0.00
12 23 357  1.75  4.52  0.00  1.70 206.7   0.0  99.9  2.91  24.7  45.4  2.04  0.00
12 23 357  2.00  4.24  0.00  0.00 202.4   0.0   0.0  2.53  23.7  54.4  1.32  0.00
12 23 357  2.25  4.16  0.00  1.86 198.1   0.0 103.4  2.84  28.7  56.9  1.79  0.00
12 23 357  2.50  4.64  0.00  0.00 208.9   0.0   0.0  4.07  33.8  64.2  2.12  0.00
12 23 357  2.75  4.41  0.00  0.00 189.5   0.0   0.0  2.65  22.8  46.7  1.63  0.00
12 23 357  3.00  4.98  0.00  0.00 217.0   0.0   0.0  4.55  32.1  67.0  1.59  0.00
12 23 357  3.25  5.37  0.00  2.26 233.8   0.0 113.1  5.73  34.9  72.6  1.64  0.00
12 23 357  3.50  5.84  0.00  0.00 189.3   0.0   0.0  3.72  18.3  42.1  1.14  0.00
12 23 357  3.75  5.36  0.00  0.00 208.7   0.0   0.0  4.87  29.6  67.3  1.26  0.00
12 23 357  4.00  5.44  0.00  2.34 193.0   0.0 103.0  4.24  24.8  53.7  1.39  0.00
12 23 357  4.50  5.12  0.00  2.42 204.1   0.0 101.0  4.73  31.5  70.3  1.28  0.00
12 23 357  4.75  5.28  0.00  2.42 204.1   0.0 102.4  4.90  30.8  67.6  1.37  0.00
12 23 357  5.00  5.44  3.24  2.42 198.6 151.9 101.4  4.57  27.8  56.1  1.65  0.50
12 23 357  5.25  5.45  3.34  0.00 204.8 167.9   0.0  4.03  23.7  40.1  2.27  0.50
12 23 357  5.50  5.29  2.97  0.00 200.6 174.0   0.0  3.14  19.1  25.9  4.31  0.50
12 23 357  5.75  4.84  0.00  2.42 199.7   0.0  99.7  5.00  38.9  63.8  3.60  0.00
12 23 357  6.00  4.96  0.00  0.00 238.1   0.0   0.0  6.30  45.9  94.2  1.60  0.00
12 23 357  6.25  5.84  0.00  0.00 229.4   0.0   0.0  6.66  34.7  69.1  1.67  0.00
12 23 357  6.50  5.92  0.00  0.00 207.0   0.0   0.0  4.61  22.5  42.7  1.70  0.00
12 23 357  6.75  5.60  0.00  0.00 215.7   0.0   0.0  6.32  36.9  67.0  2.28  0.00
12 23 357  7.00  4.96  0.00  0.00 194.3   0.0   0.0  3.01  20.1  46.5  1.12  0.00
12 23 357  7.25  4.96  0.00  0.00 186.1   0.0   0.0  3.07  21.2  45.2  1.55  0.00
12 23 357  7.50  4.80  0.00  0.00 221.5   0.0   0.0  5.02  39.4  78.8  1.95  0.00
12 23 357  7.75  4.72  0.00  0.00 214.7   0.0   0.0  3.89  30.7  63.0  1.64  0.00
12 23 357  8.00  4.64  0.00  0.00 215.8   0.0   0.0  3.76  31.0  61.5  1.78  0.00
12 23 357  8.25  4.32  0.00  0.00 221.1   0.0   0.0  3.76  36.5  66.3  2.40  0.00
12 23 357  8.50  4.48  0.00  0.00 236.8   0.0   0.0  3.74  33.2  67.4  1.74  0.00
12 23 357  8.75  4.48  0.00  0.00 222.7   0.0   0.0  2.77  24.5  42.2  2.62  0.00
12 23 357  9.00  4.32  0.00  0.00 211.3   0.0   0.0  2.12  20.3  36.4  2.38  0.00
12 23 357  9.25  3.60  0.00  0.00 225.6   0.0   0.0  1.68  23.7  38.0  3.95  0.00
12 23 357  9.50  3.28  0.00  0.00 234.9   0.0   0.0  2.01  35.4  61.1  3.17  0.00
12 23 357  9.75  2.72  0.00  0.00 253.4   0.0   0.0  1.09  27.1  47.9  2.65  0.00
12 23 357 10.00  2.56  0.00  0.00 255.1   0.0   0.0  0.98  28.2  45.1  4.08  0.00
12 23 357 10.25  2.56  0.00  0.00 273.7   0.0   0.0  1.33  39.2  69.7  2.73  0.00
12 23 357 10.50  2.56  0.00  0.00 279.2   0.0   0.0  1.36  39.9  71.5  2.65  0.00
12 23 357 10.75  2.80  0.00  0.00 262.6   0.0   0.0  1.13  27.7  46.2  3.50  0.00
12 23 357 11.00  2.88  0.00  0.00 256.5   0.0   0.0  1.56  36.5  65.6  2.62  0.00
12 23 357 11.25  2.56  0.00  0.00 249.4   0.0   0.0  1.27  37.5  67.1  2.65  0.00
12 23 357 11.50  2.40  0.00  0.00 241.1   0.0   0.0  0.93  31.0  55.7  2.64  0.00
12 23 357 11.75  2.40  0.00  0.00 268.3   0.0   0.0  1.41  47.4  84.3  2.75  0.00
12 23 357 12.00  2.16  0.00  0.00 292.0   0.0   0.0  1.26  52.3  92.9  2.76  0.00
12 23 357 12.25  2.32  0.00  0.00 296.3   0.0   0.0  1.23  44.1  79.1  2.64  0.00
12 23 357 12.50  2.40  0.00  0.00 288.2   0.0   0.0  1.33  44.8  79.9  2.70  0.00
12 23 357 12.75  2.48  0.00  0.00 281.9   0.0   0.0  1.37  43.1  76.9  2.70  0.00
12 23 357 13.00  2.56  0.00  0.00 248.0   0.0   0.0  1.08  31.8  57.1  2.63  0.00
12 23 357 13.25  2.56  0.00  0.00 264.3   0.0   0.0  1.47  43.3  77.6  2.64  0.00
12 23 357 13.50  2.56  0.00  0.00 257.0   0.0   0.0  1.35  39.8  71.1  2.67  0.00
12 23 357 13.75  2.56  0.00  0.00 263.5   0.0   0.0  1.42  41.9  74.8  2.69  0.00
12 23 357 14.00  2.56  0.00  0.00 268.3   0.0   0.0  1.38  40.6  72.9  2.63  0.00
12 23 357 14.25  2.48  0.00  0.00 242.0   0.0   0.0  1.17  36.6  65.6  2.64  0.00
12 23 357 14.50  2.48  0.00  0.00 269.4   0.0   0.0  1.01  31.7  50.6  4.26  0.00
12 23 357 14.75  2.48  0.00  0.00 252.3   0.0   0.0  1.16  36.4  65.3  2.65  0.00
12 23 357 15.00  2.40  0.00  0.00 272.4   0.0   0.0  1.27  42.7  76.6  2.65  0.00
12 23 357 15.25  2.48  0.00  0.00 289.6   0.0   0.0  1.40  45.0  66.3  6.00  0.00
12 23 357 15.50  2.64  0.00  0.00 284.9   0.0   0.0  1.10  29.9  55.8  2.25  0.00
12 23 357 15.75  2.88  0.00  0.00 295.5   0.0   0.0  1.41  32.8  56.1  3.12  0.00
12 23 357 16.00  3.04  0.00  0.00 287.6   0.0   0.0  1.36  28.2  49.5  2.81  0.00
12 23 357 16.25  3.20  0.00  0.00 293.2   0.0   0.0  2.38  45.1  82.0  2.49  0.00
12 23 357 16.50  3.12  0.00  0.00 300.6   0.0   0.0  2.39  47.5  86.4  2.50  0.00
12 23 357 16.75  3.28  0.00  0.00 270.9   0.0   0.0  1.61  28.9  48.9  3.25  0.00
12 23 357 17.00  3.28  0.00  0.00 271.9   0.0   0.0  1.79  32.4  54.6  3.36  0.00
12 23 357 17.25  3.36  0.00  0.00 269.0   0.0   0.0  1.66  28.5  47.7  3.47  0.00
12 23 357 17.50  3.28  0.00  0.00 263.4   0.0   0.0  1.64  29.5  52.3  2.73  0.00
12 23 357 17.75  3.36  0.00  0.00 262.0   0.0   0.0  1.79  30.8  53.5  3.05  0.00
12 23 357 18.00  3.04  0.00  0.00 275.8   0.0   0.0  2.39  50.2  90.4  2.61  0.00
12 23 357 18.25  3.04  0.00  0.00 261.6   0.0   0.0  1.51  31.5  56.5  2.61  0.00
12 23 357 18.50  3.12  0.00  0.00 280.3   0.0   0.0  2.17  44.1  65.4  6.00  0.00
12 23 357 18.75  3.20  0.00  0.00 260.3   0.0   0.0  1.60  30.2  52.7  2.90  0.00
12 23 357 19.00  3.12  0.00  0.00 271.0   0.0   0.0  2.19  44.8  66.2  6.00  0.00
12 23 357 19.25  2.96  0.00  0.00 275.6   0.0   0.0  2.27  50.4  90.7  2.61  0.00
12 23 357 19.50  2.80  0.00  0.00 265.7   0.0   0.0  1.03  25.1  44.8  2.62  0.00
12 23 357 19.75  2.96  0.00  0.00 293.9   0.0   0.0  1.89  41.6  75.6  2.49  0.00
12 23 357 20.00  3.04  0.00  0.00 294.1   0.0   0.0  2.32  48.7  87.7  2.59  0.00
12 23 357 20.25  3.04  0.00  0.00 265.1   0.0   0.0  1.20  24.8  44.7  2.59  0.00
12 23 357 20.50  3.12  0.00  0.00 275.5   0.0   0.0  1.58  31.3  54.5  2.86  0.00
12 23 357 20.75  3.12  0.00  0.00 273.2   0.0   0.0  1.36  26.9  45.9  3.17  0.00
12 23 357 21.00  3.04  0.00  0.00 260.9   0.0   0.0  1.22  25.4  42.5  3.39  0.00
12 23 357 21.25  2.88  0.00  0.00 277.2   0.0   0.0  1.65  38.4  69.7  2.52  0.00
12 23 357 21.50  2.96  0.00  0.00 287.6   0.0   0.0  1.53  34.1  51.7  5.62  0.00
12 23 357 21.75  2.96  0.00  0.00 278.3   0.0   0.0  1.30  28.7  48.2  3.36  0.00
12 23 357 22.00  2.96  0.00  0.00 287.2   0.0   0.0  1.44  32.1  49.8  4.78  0.00
12 23 357 22.25  2.96  0.00  0.00 277.2   0.0   0.0  1.45  32.2  52.7  3.81  0.00
12 23 357 22.50  2.96  0.00  0.00 263.6   0.0   0.0  1.27  27.6  50.9  2.35  0.00
12 23 357 22.75  3.12  0.00  0.00 282.8   0.0   0.0  2.14  43.9  64.1  6.00  0.00
12 23 357 23.00  3.04  0.00  0.00 255.3   0.0   0.0  1.26  26.3  44.0  3.48  0.00
12 23 357 23.25  2.96  0.00  0.00 252.9   0.0   0.0  1.29  28.5  48.6  3.23  0.00
12 23 357 23.50  2.96  0.00  0.00 248.1   0.0   0.0  1.30  28.8  48.0  3.52  0.00
12 23 357 23.75  2.96  0.00  0.00 257.0   0.0   0.0  1.72  37.7  68.0  2.58  0.00
