Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 15 350  22.00   3.00   1.50                     
12 15 350  23.00   2.50   1.40                     
12 15 350   0.00   2.20   1.50                     
12 15 350   1.00   1.90   1.50                     
12 15 350   4.00   2.00   1.50                     
12 15 350   5.00   4.10   2.50                     
12 15 350   6.00   6.20   2.10                     
12 15 350   7.00   5.80   2.40                     
12 15 350   8.00   6.00   2.40                     
12 15 350   9.00   7.10   2.10                     
12 15 350  10.00   6.00   2.50   2.50              
12 15 350  11.00   5.30   2.20                     
12 15 350  12.00   5.40   1.70   1.70              
12 15 350  13.00   3.80   1.50                     
12 15 350  14.00   2.90   1.50                     
12 15 350  15.00   2.10   1.50                     
12 15 350  17.00   2.10   1.50                     
12 15 350  18.00   2.30   1.60                     
12 15 350  19.00   2.30   1.50                     
12 15 350  20.00   2.40   1.50                     
12 15 350  21.00   2.60   1.60                     
